pmid,pmc,title,journal,doi,issn
24470144,3985637,Trypanosome MKT1 and the RNA-binding protein ZC3H11: interactions and potential roles in post-transcriptional regulatory networks.,Nucleic Acids Res,10.1093/nar/gkt1416,1362-4962
21863449,,Use of phosphoproteomics to study posttranslational protein modifications in Arabidopsis chloroplasts.,Methods Mol Biol,10.1007/978-1-61779-237-3_15,1940-6029
34739247,,Flashlight into the Function of Unannotated C11orf52 using Affinity Purification Mass Spectrometry.,J Proteome Res,10.1021/acs.jproteome.1c00540,1535-3907
15138292,2172191,A role for myosin-1A in the localization of a brush border disaccharidase.,J Cell Biol,10.1083/jcb.200310031,0021-9525
24688319,3942263,C-terminal protein characterization by mass spectrometry: isolation of C-terminal fragments from cyanogen bromide-cleaved protein.,J Biomol Tech,10.7171/jbt.14-2501-001,1943-4731
16529945,,Two methods for improved purification of full-length mammalian proteins that have poor expression and/or solubility using standard Escherichia coli procedures.,Protein Expr Purif,10.1016/j.pep.2006.01.021,1046-5928
16054658,,An HIV-1 encoded peptide mimics the DNA binding loop of NF-kappaB and binds thioredoxin with high affinity.,Mutat Res,10.1016/j.mrfmmm.2005.02.019,0027-5107
18093000,,Identification and molecular characterization of a novel protein Saglin as a target of monoclonal antibodies affecting salivary gland infectivity of Plasmodium sporozoites.,Insect Mol Biol,10.1111/j.1365-2583.2007.00765.x,0962-1075
24377927,,SARA and RNF11 at the crossroads of EGFR signaling and trafficking.,Methods Enzymol,10.1016/B978-0-12-397925-4.00014-6,1557-7988
17484117,,Absolute quantification of specific proteins in complex mixtures using visible isotope-coded affinity tags.,Methods Mol Biol,10.1007/978-1-59745-255-7_11,1064-3745
17301691,,Interactions with other human UDP-glucuronosyltransferases attenuate the consequences of the Y485D mutation on the activity and substrate affinity of UGT1A6.,Pharmacogenet Genomics,10.1097/FPC.0b013e328011b598,1744-6872
17907572,,Dual-tagging system for the affinity purification of mammalian protein complexes.,Biotechniques,10.2144/000112550,0736-6205
20647355,,Purification of mediator from HeLa cell lines expressing a flag-tagged mediator subunit.,Cold Spring Harb Protoc,10.1101/pdb.prot5451,1940-3402
25817263,4385428,Capturing and identification of differentially expressed fucome by a gel free and label free approach.,J Chromatogr B Analyt Technol Biomed Life Sci,10.1016/j.jchromb.2015.03.006,1873-376X
32380835,,Development of a Sample-Preparation Workflow for Sulfopeptide Enrichment: From Target Analysis to Challenges in Shotgun Sulfoproteomics.,Anal Chem,10.1021/acs.analchem.0c01342,1520-6882
12186876,,A nonpermeant biotin derivative gains access to the parasitophorous vacuole in Plasmodium falciparum-infected erythrocytes permeabilized with streptolysin O.,J Biol Chem,10.1074/jbc.M207077200,0021-9258
15992371,,Synapse associated protein 102 is a novel binding partner to the cytoplasmic terminus of neurone-glial related cell adhesion molecule.,J Neurochem,10.1111/j.1471-4159.2005.03271.x,0022-3042
16127175,,A human protein atlas for normal and cancer tissues based on antibody proteomics.,Mol Cell Proteomics,10.1074/mcp.M500279-MCP200,1535-9476
19009262,,Proteomics study of the hepatitis C virus replication complex.,Methods Mol Biol,10.1007/978-1-59745-394-3_14,1064-3745
33777072,7990880,Differential Regulation of the Ribosomal Association of mRNA Transcripts in an Arabidopsis Mutant Defective in Jasmonate-Dependent Wound Response.,Front Plant Sci,10.3389/fpls.2021.637959,1664-462X
20214646,,Purification and characterization of a lectin from the Indian cultivar of French bean seeds.,Protein Pept Lett,10.2174/092986610790226067,1875-5305
18218781,2234165,Probabilistic assembly of human protein interaction networks from label-free quantitative proteomics.,Proc Natl Acad Sci U S A,10.1073/pnas.0706983105,1091-6490
26606592,5201196,A Dynamic Model of pH-Induced Protein G'e Higher Order Structure Changes derived from Mass Spectrometric Analyses.,Anal Chem,10.1021/acs.analchem.5b03536,1520-6882
27943184,,Biochemical Purification of Binding Partners of Synaptic Scaffold Proteins.,Methods Mol Biol,10.1007/978-1-4939-6688-2_6,1940-6029
11453636,,Investigation of the interaction among the components of the cytolethal distending toxin of Haemophilus ducreyi.,Biochem Biophys Res Commun,10.1006/bbrc.2001.5223,0006-291X
19000159,,Purification of low-abundance Arabidopsis plasma-membrane protein complexes and identification of candidate components.,Plant J,10.1111/j.1365-313X.2008.03736.x,1365-313X
26835967,4737498,An Anti-proteome Nanobody Library Approach Yields a Specific Immunoassay for Trypanosoma congolense Diagnosis Targeting Glycosomal Aldolase.,PLoS Negl Trop Dis,10.1371/journal.pntd.0004420,1935-2735
22634079,,Development of an AlphaLISA assay to quantify serum core-fucosylated E-cadherin as a metastatic lung adenocarcinoma biomarker.,J Proteomics,10.1016/j.jprot.2012.05.015,1876-7737
12573281,,"Isolation, purification, and physicochemical characterization of a D-galactose-binding lectin from seeds of Erythrina speciosa.",Arch Biochem Biophys,10.1016/s0003-9861(02)00695-1,0003-9861
22682516,3568013,ROCS: a reproducibility index and confidence score for interaction proteomics studies.,BMC Bioinformatics,10.1186/1471-2105-13-128,1471-2105
18322460,,Isolation of an active step I spliceosome and composition of its RNP core.,Nature,10.1038/nature06842,1476-4687
24841998,,"Comparison of sialylated N-glycopeptide levels in serum of pancreatic cancer patients, acute pancreatitis patients, and healthy controls.",Proteomics,10.1002/pmic.201300270,1615-9861
19339032,,"Stable complex formation between HIV Rev and the nucleosome assembly protein, NAP1, affects Rev function.",Virology,10.1016/j.virol.2009.03.005,1096-0341
15561142,,"The heterodimeric primase of the hyperthermophilic archaeon Sulfolobus solfataricus possesses DNA and RNA primase, polymerase and 3'-terminal nucleotidyl transferase activities.",J Mol Biol,10.1016/j.jmb.2004.10.018,0022-2836
28364041,5437243,"Galectin-3 interacts with the cell-surface glycoprotein CD146 (MCAM, MUC18) and induces secretion of metastasis-promoting cytokines from vascular endothelial cells.",J Biol Chem,10.1074/jbc.M117.783431,1083-351X
35615014,9120227,Proteome-wide prediction and analysis of the Cryptosporidium parvum protein-protein interaction network through integrative methods.,Comput Struct Biotechnol J,10.1016/j.csbj.2022.05.017,2001-0370
34096913,8787718,An Economical and Versatile High-Throughput Protein Purification System Using a Multi-Column Plate Adapter.,J Vis Exp,10.3791/62075,1940-087X
26919524,4774879,"Cloning, expression, purification, crystallization and X-ray crystallographic analysis of recombinant human C1ORF123 protein.",Acta Crystallogr F Struct Biol Commun,10.1107/S2053230X16002016,2053-230X
12039722,123910,An NADH:quinone oxidoreductase active during biodegradation by the brown-rot basidiomycete Gloeophyllum trabeum.,Appl Environ Microbiol,10.1128/AEM.68.6.2699-2703.2002,0099-2240
37450155,,Analyzing Protein Interactions by MAC-Tag Approaches.,Methods Mol Biol,10.1007/978-1-0716-3327-4_24,1940-6029
18065559,2245826,The phosphoproteome of a Chlamydomonas reinhardtii eyespot fraction includes key proteins of the light signaling pathway.,Plant Physiol,10.1104/pp.107.109645,0032-0889
15704125,,Analyzing protein complexes in Drosophila with tandem affinity purification-mass spectrometry.,Dev Dyn,10.1002/dvdy.20272,1058-8388
31792770,6922056,Comprehensive Characterization of the Recombinant Catalytic Subunit of cAMP-Dependent Protein Kinase by Top-Down Mass Spectrometry.,J Am Soc Mass Spectrom,10.1007/s13361-019-02341-0,1879-1123
19277715,,"Purification, properties, and kinetic studies of cytoplasmic malate dehydrogenase from Taenia solium cysticerci.",Parasitol Res,10.1007/s00436-009-1380-6,1432-1955
12630907,,"Single-step purification of a protein-folding catalyst, the SlyD peptidyl prolyl isomerase (PPI), from cytoplasmic extracts of Escherichia coli.",Biotechnol Appl Biochem,10.1042/ba20020044,0885-4513
27452117,4959001,Lysine Acetylation and Succinylation in HeLa Cells and their Essential Roles in Response to UV-induced Stress.,Sci Rep,10.1038/srep30212,2045-2322
16118413,,Biotin carboxyl carrier protein co-purifies as a contaminant in core-streptavidin preparations.,Mol Biotechnol,10.1385/MB:31:1:029,1073-6085
35575502,,A Mass Spectrometry-Based Proteomics Approach for Global and High-Confidence Protein R-Methylation Analysis.,J Vis Exp,10.3791/62409,1940-087X
19674964,2773718,Affinity enrichment and characterization of mucin core-1 type glycopeptides from bovine serum.,Mol Cell Proteomics,10.1074/mcp.M900211-MCP200,1535-9484
24423395,3896893,Synaptotagmin I delays the fast inactivation of Kv1.4 channel through interaction with its N-terminus.,Mol Brain,10.1186/1756-6606-7-4,1756-6606
16788180,1483021,Isolation of a high-affinity functional protein complex between OmcA and MtrC: Two outer membrane decaheme c-type cytochromes of Shewanella oneidensis MR-1.,J Bacteriol,10.1128/JB.01966-05,0021-9193
21863437,,Preparation of multiprotein complexes from Arabidopsis chloroplasts using tandem affinity purification.,Methods Mol Biol,10.1007/978-1-61779-237-3_3,1940-6029
17965020,,The PSF.p54nrb complex is a novel Mnk substrate that binds the mRNA for tumor necrosis factor alpha.,J Biol Chem,10.1074/jbc.M705286200,0021-9258
22389768,3282153,Combined use of a solid-phase hexapeptide ligand library with liquid chromatography and two-dimensional difference gel electrophoresis for intact plasma proteomics.,Int J Proteomics,10.1155/2011/739615,2090-2174
28942847,,Identification and preliminary characterization of a putative C-type lectin receptor-like protein in the T. cruzi tomato lectin endocytic-enriched proteome.,Microbiol Res,10.1016/j.micres.2017.07.001,1618-0623
14661967,,Generation of the R2 subunit of ribonucleotide reductase by intein chemistry: insertion of 3-nitrotyrosine at residue 356 as a probe of the radical initiation process.,Biochemistry,10.1021/bi0352365,0006-2960
35653804,,Template-Assisted De Novo Sequencing of SARS-CoV-2 and Influenza Monoclonal Antibodies by Mass Spectrometry.,J Proteome Res,10.1021/acs.jproteome.1c00913,1535-3907
20846493,,Coexpression and protein-protein complexing of DIX domains of human Dvl1 and Axin1 protein.,BMB Rep,10.5483/BMBRep.2010.43.9.609,1976-670X
19453144,,Identification of glycoproteins carrying a target glycan-motif by liquid chromatography/multiple-stage mass spectrometry: identification of Lewis x-conjugated glycoproteins in mouse kidney.,J Proteome Res,10.1021/pr9000527,1535-3893
23186163,,Toward a comprehensive characterization of a human cancer cell phosphoproteome.,J Proteome Res,10.1021/pr300630k,1535-3907
14672703,,Purification and identification of a protein kinase activity modulated by ionizing radiation.,Biochem Biophys Res Commun,10.1016/j.bbrc.2003.11.090,0006-291X
27381557,4933888,Proteome-wide analysis of lysine acetylation in the plant pathogen Botrytis cinerea.,Sci Rep,10.1038/srep29313,2045-2322
38104136,10725591,Translational profiling identifies sex-specific metabolic and epigenetic reprogramming of cortical microglia/macrophages in APPPS1-21 mice with an antibiotic-perturbed-microbiome.,Mol Neurodegener,10.1186/s13024-023-00668-7,1750-1326
27784944,5061692,"Characteristics of a Recombinant 2,3-Dihydroxybiphenyl 1,2-Dioxygenase from Comamonas sp. Expressed in Escherichia coli.",Indian J Microbiol,10.1007/s12088-016-0599-z,0046-8991
11581660,1444949,Quantitative profiling of differentiation-induced microsomal proteins using isotope-coded affinity tags and mass spectrometry.,Nat Biotechnol,10.1038/nbt1001-946,1087-0156
20946164,,TNF receptor-associated factor 4 (TRAF4) is a novel binding partner of glycoprotein Ib and glycoprotein VI in human platelets.,J Thromb Haemost,10.1111/j.1538-7836.2010.04091.x,1538-7836
27932584,5311491,The eIF3 complex of Trypanosoma brucei: composition conservation does not imply the conservation of structural assembly and subunits function.,RNA,10.1261/rna.058651.116,1469-9001
19903536,,"A lactose specific lectin from the sponge Cinachyrella apion: purification, characterization, N-terminal sequences alignment and agglutinating activity on Leishmania promastigotes.",Comp Biochem Physiol B Biochem Mol Biol,10.1016/j.cbpb.2009.10.016,1879-1107
15955926,1150383,Immunopurification of polyribosomal complexes of Arabidopsis for global analysis of gene expression.,Plant Physiol,10.1104/pp.105.059477,0032-0889
24590074,4395007,Developmental pathway for potent V1V2-directed HIV-neutralizing antibodies.,Nature,10.1038/nature13036,1476-4687
11821039,,Mechanism of oligomerization of Escherichia coli carbamoyl phosphate synthetase and modulation by the allosteric effectors. A site-directed mutagenesis study.,FEBS Lett,10.1016/s0014-5793(01)03246-x,0014-5793
20600001,,Heparin binding domain in vitronectin is required for oligomerization and thus enhances integrin mediated cell adhesion and spreading.,FEBS Lett,10.1016/j.febslet.2010.06.023,1873-3468
12549924,,Site-directed photochemical coupling of cytochrome b6f-associated chlorophyll.,Biochemistry,10.1021/bi026934c,0006-2960
37611173,,Global Analysis of Endogenously Intact S-Acylated Peptides Reveals Localization Differentiation of Heterogeneous Lipid Chains in Mammalian Cells.,Anal Chem,10.1021/acs.analchem.3c01484,1520-6882
20579884,2910195,Salmonella-directed recruitment of new membrane to invasion foci via the host exocyst complex.,Curr Biol,10.1016/j.cub.2010.05.065,1879-0445
39094346,,Rational development of functional hydrophilic polymer to characterize site-specific glycan differences between bovine milk and colostrum.,Food Chem,10.1016/j.foodchem.2024.140669,1873-7072
32254325,,PAMA-Arg brush-functionalized magnetic composite nanospheres for highly effective enrichment of phosphorylated biomolecules.,J Mater Chem B,10.1039/c8tb00705e,2050-7518
12374985,,SATB1 targets chromatin remodelling to regulate genes over long distances.,Nature,10.1038/nature01084,0028-0836
22414063,3369276,Purification of the COP9 signalosome complex and binding partners from human T cells.,OMICS,10.1089/omi.2011.0158,1557-8100
16211516,,On-column protein refolding for crystallization.,J Struct Funct Genomics,10.1007/s10969-005-2827-3,1345-711X
18036615,2275809,The stator complex of the A1A0-ATP synthase--structural characterization of the E and H subunits.,J Mol Biol,10.1016/j.jmb.2007.10.063,1089-8638
30054526,6063858,Comprehensive organic profiling of biological particles derived from blood.,Sci Rep,10.1038/s41598-018-29573-6,2045-2322
36132491,9483648,"Integrated proteomic, phosphoproteomic, and N-glycoproteomic analyses of the longissimus thoracis of yaks.",Curr Res Food Sci,10.1016/j.crfs.2022.09.012,2665-9271
37092974,10125018,Rapid cell type-specific nascent proteome labeling in Drosophila.,Elife,10.7554/eLife.83545,2050-084X
29136822,,New Ti-IMAC magnetic polymeric nanoparticles for phosphopeptide enrichment from complex real samples.,Talanta,10.1016/j.talanta.2017.09.010,1873-3573
24019917,3760898,Relationships between cell cycle regulator gene copy numbers and protein expression levels in Schizosaccharomyces pombe.,PLoS One,10.1371/journal.pone.0073319,1932-6203
26949727,4758224,"Data for the identification of proteins and post-translational modifications of proteins associated to histones H3 and H4 in S. cerevisiae, using tandem affinity purification coupled with mass spectrometry.",Data Brief,10.1016/j.dib.2016.01.068,2352-3409
29312404,5743680,Bleogens: Cactus-Derived Anti-Candida Cysteine-Rich Peptides with Three Different Precursor Arrangements.,Front Plant Sci,10.3389/fpls.2017.02162,1664-462X
19156129,2644174,An integrated workflow for charting the human interaction proteome: insights into the PP2A system.,Mol Syst Biol,10.1038/msb.2008.75,1744-4292
19503833,2686099,Influence of protein abundance on high-throughput protein-protein interaction detection.,PLoS One,10.1371/journal.pone.0005815,1932-6203
26689589,4687145,APLP1 as a cerebrospinal fluid biomarker for γ-secretase modulator treatment.,Alzheimers Res Ther,10.1186/s13195-015-0160-z,1758-9193
29577475,5980532,Selectable high-yield recombinant protein production in human cells using a GFP/YFP nanobody affinity support.,Protein Sci,10.1002/pro.3409,1469-896X
25195050,4355579,Multiple in vivo pathways for Escherichia coli small ribosomal subunit assembly occur on one pre-rRNA.,Nat Struct Mol Biol,10.1038/nsmb.2887,1545-9985
11236575,,[Identification and isolation of GTP-binding regulator protein from plasma membranes of oocytes from the starfish Asterias amurensis].,Izv Akad Nauk Ser Biol,,1026-3470
19604395,2717102,Size-exclusion chromatography can identify faster-associating protein complexes and evaluate design strategies.,BMC Res Notes,10.1186/1756-0500-2-135,1756-0500
21890374,,Interferon regulatory factor-4 activates IL-2 and IL-4 promoters in cooperation with c-Rel.,Cytokine,10.1016/j.cyto.2011.08.014,1096-0023
23409023,3569449,Biochemical and biophysical properties of interactions between subunits of the peripheral stalk region of human V-ATPase.,PLoS One,10.1371/journal.pone.0055704,1932-6203
30038347,7422752,Quantitative analysis of newly synthesized proteins.,Nat Protoc,10.1038/s41596-018-0012-y,1750-2799
17212659,,"A kinase subunit of the human mediator complex, CDK8, positively regulates transcriptional activation.",Genes Cells,10.1111/j.1365-2443.2007.01036.x,1356-9597
18440068,,Noble tandem-repeat galectin of Manila clam Ruditapes philippinarum is induced upon infection with the protozoan parasite Perkinsus olseni.,Dev Comp Immunol,10.1016/j.dci.2008.03.002,0145-305X
11707406,125721,Proteomic and functional evidence for a P2X7 receptor signalling complex.,EMBO J,10.1093/emboj/20.22.6347,0261-4189
22084691,3195811,Glycoproteomics-based identification of cancer biomarkers.,Int J Proteomics,10.1155/2011/601937,2090-2174
17890223,,A multiprotein complex that mediates translational enhancement in Drosophila.,J Biol Chem,10.1074/jbc.M706363200,0021-9258
29525124,,Sensitive determination of brassinosteroids by solid phase boronate affinity labeling coupled with liquid chromatography-tandem mass spectrometry.,J Chromatogr A,10.1016/j.chroma.2018.02.058,1873-3778
30426405,,"Concentrating Proteins by Salt, Polyethylene Glycol, Solvent, SDS Precipitation, Three-Phase Partitioning, Dialysis, Centrifugation, Ultrafiltration, Lyophilization, Affinity Chromatography, Immunoprecipitation or Increased Temperature for Protein Isolation, Drug Interaction, and Proteomic and Peptidomic Evaluation.",Methods Mol Biol,10.1007/978-1-4939-8793-1_4,1940-6029
11721639,,Protein based microarrays: a tool for probing the proteome of cancer cells and tissues.,Proteomics,10.1002/1615-9861(200110)1:10<1279::AID-PROT1279>3.0.CO;2-W,1615-9853
23863406,,Identification of potential oviductal factors responsible for zona pellucida hardening and monospermy during fertilization in mammals.,Biol Reprod,10.1095/biolreprod.113.111385,1529-7268
20704567,,Purification of clinical-grade recombinant HSP65-MUCI fusion protein.,Biotechnol Appl Biochem,10.1042/BA20090358,1470-8744
26431859,,Automated harvesting and 2-step purification of unclarified mammalian cell-culture broths containing antibodies.,J Chromatogr A,10.1016/j.chroma.2015.09.040,1873-3778
20487265,2908308,A multi-protein complex from Myxococcus xanthus required for bacterial gliding motility.,Mol Microbiol,10.1111/j.1365-2958.2010.07184.x,1365-2958
17521751,,Improved synchronous production of Plasmodium falciparum gametocytes in vitro.,Mol Biochem Parasitol,10.1016/j.molbiopara.2007.04.008,0166-6851
18381279,2397456,Combinatorial modification of human histone H4 quantitated by two-dimensional liquid chromatography coupled with top down mass spectrometry.,J Biol Chem,10.1074/jbc.M709796200,0021-9258
16472652,,Purification of ARAP3 and characterization of GAP activities.,Methods Enzymol,10.1016/S0076-6879(06)06008-3,0076-6879
15995172,,A proteomic study of the apolipoproteins in LDL subclasses in patients with the metabolic syndrome and type 2 diabetes.,J Lipid Res,10.1194/jlr.M500161-JLR200,0022-2275
29755490,5932160,"Quantitative Tandem Affinity Purification, an Effective Tool to Investigate Protein Complex Composition in Plant Hormone Signaling: Strigolactones in the Spotlight.",Front Plant Sci,10.3389/fpls.2018.00528,1664-462X
38814079,11218536,The Chlamydia trachomatis Inc Tri1 interacts with TRAF7 to displace native TRAF7 interacting partners.,Microbiol Spectr,10.1128/spectrum.00453-24,2165-0497
11182766,,"Expression, purification and characterization of the structure and disulfide linkages of insulin-like growth factor binding protein-4.",J Endocrinol,10.1677/joe.0.1680283,0022-0795
